Website,Name,Price,Ratings,Time,Link
Flipkart,"SAMSUNG Galaxy J6 (Blue, 32 GB)",11500,4.4,NA,https://www.flipkart.com/samsung-galaxy-j6-blue-32-gb/p/itmf5bkhm5zpvcq3?pid=MOBF5BKHYMMYEWN8&lid=LSTMOBF5BKHYMMYEWN8FNGSFB&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_14&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBF5BKHYMMYEWN8.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy F41 (Fusion Blue, 64 GB)",15999,4.3,NA,https://www.flipkart.com/samsung-galaxy-f41-fusion-blue-64-gb/p/itmcdc5e93b44d55?pid=MOBFV5PWHRYTYYJF&lid=LSTMOBFV5PWHRYTYYJFLE0GZO&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_15&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBFV5PWHRYTYYJF.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy F41 (Fusion Black, 64 GB)",15999,4.3,"7 Apr, Sunday",https://www.flipkart.com/samsung-galaxy-f41-fusion-black-64-gb/p/itmde5e6cd41fc4d?pid=MOBFV5PWGEVNPWS2&lid=LSTMOBFV5PWGEVNPWS2VG4KHD&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_16&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBFV5PWGEVNPWS2.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy A50s (Prism Crush Violet, 128 GB)",21070,4.3,NA,https://www.flipkart.com/samsung-galaxy-a50s-prism-crush-violet-128-gb/p/itme505f5f410d1c?pid=MOBFK4REEVWGFXES&lid=LSTMOBFK4REEVWGFXESZFPNCV&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_17&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBFK4REEVWGFXES.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy A03 Core (Onyx, 32 GB)",7998,4.1,"6 Apr, Saturday",https://www.flipkart.com/samsung-galaxy-a03-core-onyx-32-gb/p/itm417920baf19ea?pid=MOBGMB5KCW8ZF2UC&lid=LSTMOBGMB5KCW8ZF2UCQAOMXG&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_18&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBGMB5KCW8ZF2UC.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy A03 Core (Black, 32 GB)",6899,4.1,"7 Apr, Sunday",https://www.flipkart.com/samsung-galaxy-a03-core-black-32-gb/p/itm32d6204b70137?pid=MOBG9BZ3BU9BDUBB&lid=LSTMOBG9BZ3BU9BDUBBSXROKP&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_19&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBG9BZ3BU9BDUBB.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy A03 Core (Bronze, 32 GB)",7998,4.1,"8 Apr, Monday",https://www.flipkart.com/samsung-galaxy-a03-core-bronze-32-gb/p/itmdb8028fa21ea1?pid=MOBGKS7MX2UTGB9R&lid=LSTMOBGKS7MX2UTGB9REZHY3A&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_20&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBGKS7MX2UTGB9R.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy A03 Core (Mint, 32 GB)",9449,4.1,"8 Apr, Monday",https://www.flipkart.com/samsung-galaxy-a03-core-mint-32-gb/p/itmcb478edda17b8?pid=MOBGG6H7HUECCAEN&lid=LSTMOBGG6H7HUECCAENOOACR6&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_21&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBGG6H7HUECCAEN.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG M01 core (Blue, 32 GB)",6490,3.9,"8 Apr, Monday",https://www.flipkart.com/samsung-m01-core-blue-32-gb/p/itm4af92173df3c8?pid=MOBFUAEBY34F3GYV&lid=LSTMOBFUAEBY34F3GYVA7YALP&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_22&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBFUAEBY34F3GYV.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy A03 Core (Blue, 32 GB)",8398,4.1,"8 Apr, Monday",https://www.flipkart.com/samsung-galaxy-a03-core-blue-32-gb/p/itmdffc705cd5c97?pid=MOBG9BZ5GVTZY6VF&lid=LSTMOBG9BZ5GVTZY6VFZBDC74&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_23&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBG9BZ5GVTZY6VF.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
Flipkart,"SAMSUNG Galaxy A03 Core (Green, 32 GB)",8398,4.1,"8 Apr, Monday",https://www.flipkart.com/samsung-galaxy-a03-core-green-32-gb/p/itm7f39ac244845c?pid=MOBGHZXW4JGNXQBZ&lid=LSTMOBGHZXW4JGNXQBZDRDDST&marketplace=FLIPKART&q=Samsung+M32+64GB+ROM+4+GB+RAM&store=tyy%2F4io&srno=s_1_24&otracker=search&fm=organic&iid=4acb5a78-e76c-42f4-be56-a678102ab8bc.MOBGHZXW4JGNXQBZ.SEARCH&ppt=None&ppn=None&ssid=u7uki2tb5c0000001712120194308&qH=e9619a46e47d8066
